"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","absLog2FC","SYMBOL"
1270.81853316897,-8.2906560553134,0.396966852606574,-20.8850084103372,7.32917749239457e-97,7.45157475651756e-93,8.2906560553134,"PNLDC1"
299.985707663681,-6.89473277877503,0.469727618063652,-14.6781507274302,8.8984308142239e-49,3.7695977536756e-46,6.89473277877503,"COL2A1"
7660.97921996271,-5.99985543534721,0.233558208144202,-25.6889084867564,1.55498912441692e-145,3.16191488558938e-141,5.99985543534721,"ZFAND2A"
10380.0938999718,-5.02106389470631,0.24139092263054,-20.80054974723,4.2787683586535e-96,2.90014919349534e-92,5.02106389470631,"GADD45B"
364.869364597882,-4.88193539052487,0.31130411902504,-15.6822062162698,2.00178745059441e-55,1.45372664358524e-52,4.88193539052487,"GADD45G"
32281.43067364,-4.57188355465836,0.272933085834936,-16.7509319754049,5.57460756793771e-63,8.09671930617467e-60,4.57188355465836,"PPP1R15A"
1726.38231807493,-4.5113848140849,0.295362784590778,-15.2740461880984,1.13882103061953e-52,6.25859103692367e-50,4.5113848140849,"HSPA1A"
1055.64100087303,4.34699660556692,0.216995842874739,20.0326261921811,2.86161761490055e-89,1.45470331453469e-85,4.34699660556692,"HPS6"
613.2923138156,-4.2544179199182,0.233545962132903,-18.2166194656671,3.80976586457907e-74,9.68347238629385e-71,4.2544179199182,"NR4A3"
4305.97047505642,-4.08599658401783,0.209887368223347,-19.4675678608243,2.06862869485736e-84,7.01058264687159e-81,4.08599658401783,"TBX3"
7296.49407043727,4.0654737392229,0.22327631710904,18.2082622638274,4.43811140130355e-74,1.00271730260118e-70,4.0654737392229,"SOX4"
1016.6258430973,-4.05094419894161,0.27404136899523,-14.7822360317143,1.90727557073284e-49,9.0191956872748e-47,4.05094419894161,"RRAD"
6353.10051774558,-3.84598167707219,0.202651358440929,-18.9783167833699,2.57721049941434e-80,7.48642832787017e-77,3.84598167707219,"DUSP2"
9073.61101294464,-3.83196048899315,0.248085024208595,-15.4461580307692,8.00763971376833e-54,4.78903958646368e-51,3.83196048899315,"ARC"
683.395321848364,3.68491803719142,0.249755889138597,14.7540786721812,2.89619459865171e-49,1.30869379931075e-46,3.68491803719142,"TIGD5"
22781.9617778863,-3.56717804097225,0.214947619174636,-16.5955689794083,7.50294251153735e-62,8.0297280541895e-59,3.56717804097225,"BAG3"
165148.915543288,-3.50818503127111,0.176130096087398,-19.9181463543307,2.83285104496855e-88,1.15206386296781e-84,3.50818503127111,"UBC"
2516.2913223784,-3.33040199005491,0.189523231293985,-17.5725264249471,3.99957578986167e-69,7.39339764645884e-66,3.33040199005491,"SNAI1"
3101.10261372439,-3.27414466490445,0.20176889579653,-16.2272021759301,3.23889651754207e-59,2.86346616468263e-56,3.27414466490445,"RPL39"
166782.867054773,-3.2596493452837,0.205061666138238,-15.8959468469659,6.75993017386651e-57,5.28678539059237e-54,3.2596493452837,NA
6692.35468581691,-3.19765390545216,0.216577565611605,-14.7644743185755,2.48250324718049e-49,1.14725502336746e-46,3.19765390545216,"NR4A1"
31865.7374965292,-3.17435476981184,0.20905343450131,-15.1844181722446,4.48525340643704e-52,2.40008270438134e-49,3.17435476981184,"DNAJB1"
2526.0188353025,-3.09114945932268,0.199995056420838,-15.456129339608,6.85986578485888e-54,4.35901596466627e-51,3.09114945932268,"RPL30"
1883.87854130186,-3.07216565579248,0.184904559234002,-16.6148723888661,5.43904610424033e-62,6.50573902844841e-59,3.07216565579248,"SNHG12"
800.351714636724,3.05515599257727,0.198451670785435,15.3949623124135,1.76927565246008e-53,1.02789860334638e-50,3.05515599257727,"FZD2"
3532.10446812675,-3.04303973014566,0.204052818568608,-14.9130002295093,2.7128372690365e-50,1.41443161611765e-47,3.04303973014566,"BUD31"
4258.9292522402,-3.01737419832289,0.192310460756949,-15.6901199573141,1.76721310592798e-55,1.33090782577554e-52,3.01737419832289,"RPS27"
9651.15875714976,-3.00589640939124,0.192964517061525,-15.5774567011864,1.03595201239323e-54,7.02168274000132e-52,3.00589640939124,"RPL34"
1225.07475583549,3.00193347957656,0.187413199846671,16.0177270439464,9.60993850460576e-58,7.81633958210614e-55,3.00193347957656,"HYAL2"
25842.2376925112,-2.92472185976254,0.190288906915757,-15.3699020461416,2.60562803413085e-53,1.47174556794491e-50,2.92472185976254,"RPL31"
11724.6046586589,2.91891900885344,0.178324138076613,16.3686141446504,3.20427511877031e-60,3.25778651325377e-57,2.91891900885344,"ID1"
949.517043922432,2.91738705160719,0.19880484428449,14.6746275831811,9.37287482250666e-49,3.88955176818062e-46,2.91738705160719,"INTS5"
7488.35943933574,-2.90944484082625,0.169916616440584,-17.1227799951138,1.00365708510463e-65,1.70069693070979e-62,2.90944484082625,"RPL41"
7154.35665271269,2.8672722282622,0.171362324369309,16.7322206839517,7.6338190826771e-63,1.03484051484771e-59,2.8672722282622,"IER5L"
4124.2409449258,2.77833925635394,0.170537958546221,16.2916178898725,1.13194665080778e-59,1.09604777131073e-56,2.77833925635394,"TCF7L2"
6680.16010763473,-2.72742907180297,0.161312261703496,-16.9077604082954,3.9441477023164e-64,6.16925379837706e-61,2.72742907180297,"RPS21"
10633.577357021,-2.66084714484662,0.150046520700185,-17.7334811392487,2.31261532270879e-70,4.70247199719604e-67,2.66084714484662,"RPS28"
18222.1428922493,-2.65900710581989,0.172066538892487,-15.45336544185,7.16050557379283e-54,4.41217334356071e-51,2.65900710581989,"RPS25"
44806.9454855493,-2.56981139307216,0.159360384503862,-16.1257855964189,1.68107698306312e-58,1.42429247390023e-55,2.56981139307216,"RPL27A"
3627.94035047442,-2.56650206238067,0.175086199470087,-14.6585057540138,1.18859968940013e-48,4.83379721685243e-46,2.56650206238067,"RPL38"
8697.61398600933,-2.51132061453751,0.151251802583717,-16.6035747782081,6.56612328452117e-62,7.41753060374742e-59,2.51132061453751,"RPL36"
55552.1998055374,-2.46588210697831,0.158866604510943,-15.5217146773503,2.47351925708834e-54,1.6224690507624e-51,2.46588210697831,"RPS19"
37051.1509831075,-2.46226918430207,0.167545139156562,-14.6961541032904,6.82260894725867e-49,3.01588978985995e-46,2.46226918430207,"EEF1B2"
55383.2922782549,-2.43125726149873,0.16306782505506,-14.9094848151547,2.85950326865525e-50,1.4536284866209e-47,2.43125726149873,"RPLP2"
21689.011899486,-2.40202665385117,0.147922620281886,-16.2383998422539,2.69872252828655e-59,2.49435563137176e-56,2.40202665385117,"RPL35"
11495.6691150871,-2.39319301682031,0.153423452801947,-15.5986126834837,7.43932027349018e-55,5.21624615314308e-52,2.39319301682031,"RPS26"
30633.1602505069,-2.36920751373915,0.161250127232732,-14.6927481819576,7.17440456646826e-49,3.10392217988437e-46,2.36920751373915,"RPL27"
138311.281532796,-2.35240029793767,0.158989397561946,-14.7959570512941,1.5555588256455e-49,7.53112694301798e-47,2.35240029793767,"RPLP1"
39926.1186261973,-2.29285576404413,0.137857370720846,-16.6320868594472,4.0812818053733e-62,5.1867990144038e-59,2.29285576404413,"RPS15"
227928.570176656,-2.25009209688537,0.151148470386279,-14.8866349168799,4.02525116814324e-50,1.99632822568353e-47,2.25009209688537,"RPS2"
